session_date,channel,sessions,orders,conversion_rate,revenue_idr,avg_order_value,is_promo_period
2023-11-03,Shopee,1939,261,0.1348,51318251,196622,0
2023-11-03,Tokopedia,1478,167,0.1131,33901172,203001,0
2023-11-03,Website,581,72,0.124,14385436,199798,0
2023-11-04,Shopee,2106,149,0.071,31118531,208849,0
2023-11-04,Tokopedia,1496,163,0.1092,33877902,207840,0
2023-11-04,Website,734,68,0.094,13998584,205862,0
2023-11-05,Shopee,2547,299,0.1175,50870177,170134,0
2023-11-05,Tokopedia,1152,151,0.1317,30602386,202665,0
2023-11-05,Website,677,33,0.0496,6970777,211236,0
2023-11-06,Shopee,2129,273,0.1286,48773863,178659,0
2023-11-06,Tokopedia,1576,192,0.1224,37975077,197787,0
2023-11-06,Website,796,54,0.0689,11165543,206769,0
2023-11-07,Shopee,2528,335,0.1326,48202491,143888,0
2023-11-07,Tokopedia,1225,121,0.0992,22399642,185121,0
2023-11-07,Website,720,54,0.0761,12701313,235210,0
2023-11-08,Shopee,2368,326,0.1378,49989506,153342,0
2023-11-08,Tokopedia,1637,190,0.1163,36126185,190138,0
2023-11-08,Website,745,54,0.0733,10870429,201304,0
2023-11-09,Shopee,2694,416,0.1546,77928148,187327,0
2023-11-09,Tokopedia,1094,130,0.1195,23809293,183148,0
2023-11-09,Website,825,95,0.1158,22318585,234932,0
2023-11-10,Shopee,2270,285,0.1259,55933475,196258,0
2023-11-10,Tokopedia,1518,162,0.1071,32443878,200271,0
2023-11-10,Website,603,56,0.0931,12727064,227269,0
2023-11-11,Shopee,7264,2139,0.2945,370294961,173116,1
2023-11-11,Tokopedia,5312,1372,0.2583,247826651,180632,1
2023-11-11,Website,2452,729,0.2976,154383056,211774,1
2023-11-12,Shopee,2665,415,0.1559,56825710,136929,0
2023-11-12,Tokopedia,1838,225,0.1227,45149614,200665,0
2023-11-12,Website,675,47,0.0711,10032116,213449,0
2023-11-13,Shopee,2645,228,0.0862,39401832,172815,0
2023-11-13,Tokopedia,1750,195,0.1119,37127153,190396,0
2023-11-13,Website,571,39,0.0699,8694896,222946,0
2023-11-14,Shopee,1925,246,0.128,49358282,200643,0
2023-11-14,Tokopedia,1695,156,0.092,31037820,198960,0
2023-11-14,Website,819,92,0.1127,20303848,220694,0
2023-11-15,Shopee,2271,284,0.1254,46883126,165081,0
2023-11-15,Tokopedia,1139,172,0.1517,33070516,192270,0
2023-11-15,Website,616,50,0.0816,11743640,234873,0
2023-11-16,Shopee,2074,205,0.0993,33008684,161018,0
2023-11-16,Tokopedia,1429,117,0.082,17591051,150351,0
2023-11-16,Website,720,59,0.0831,15467866,262167,0
2023-11-17,Shopee,1709,203,0.1188,30521626,150353,0
2023-11-17,Tokopedia,1444,185,0.1286,37068703,200371,0
2023-11-17,Website,710,56,0.0803,12616155,225288,0
2023-11-18,Shopee,2598,262,0.1009,50324916,192080,0
2023-11-18,Tokopedia,1418,192,0.1358,38515335,200601,0
2023-11-18,Website,729,80,0.1102,18799605,234995,0
2023-11-19,Shopee,1947,201,0.1037,36704854,182611,0
2023-11-19,Tokopedia,1176,75,0.0638,16769513,223594,0
2023-11-19,Website,776,58,0.0758,13710327,236385,0
2023-11-20,Shopee,2649,276,0.1046,51675027,187228,0
2023-11-20,Tokopedia,1902,187,0.0988,45464039,243123,0
2023-11-20,Website,765,54,0.0718,10742747,198940,0
2023-11-21,Shopee,2565,341,0.133,49369736,144779,0
2023-11-21,Tokopedia,1355,145,0.1077,30613791,211130,0
2023-11-21,Website,654,79,0.1212,21005279,265890,0
2023-11-22,Shopee,1482,180,0.1217,31894272,177190,0
2023-11-22,Tokopedia,1437,81,0.0566,14238441,175783,0
2023-11-22,Website,559,54,0.0979,10668559,197566,0
2023-11-23,Shopee,2295,362,0.1579,63377772,175077,0
2023-11-23,Tokopedia,1252,163,0.1306,28444282,174505,0
2023-11-23,Website,503,59,0.1175,14814914,251100,0
2023-11-24,Shopee,2330,245,0.1053,31726932,129498,0
2023-11-24,Tokopedia,1346,121,0.0903,24267066,200554,0
2023-11-24,Website,773,72,0.0944,14910021,207084,0
2023-11-25,Shopee,1934,248,0.1286,49594028,199976,0
2023-11-25,Tokopedia,1307,149,0.1146,29736645,199575,0
2023-11-25,Website,801,41,0.0516,10714077,261319,0
2023-11-26,Shopee,2098,270,0.1291,53680754,198818,0
2023-11-26,Tokopedia,1636,162,0.0994,37275446,230095,0
2023-11-26,Website,644,48,0.0746,12861115,267940,0
2023-11-27,Shopee,2102,274,0.1304,58143079,212201,0
2023-11-27,Tokopedia,1264,153,0.1212,38391439,250924,0
2023-11-27,Website,603,71,0.1183,20143775,283715,0
2023-11-28,Shopee,2234,321,0.1441,46172943,143841,0
2023-11-28,Tokopedia,1763,236,0.1344,48602145,205941,0
2023-11-28,Website,716,41,0.0586,8892841,216899,0
2023-11-29,Shopee,1960,216,0.1104,33526262,155214,0
2023-11-29,Tokopedia,1427,177,0.1246,30992604,175099,0
2023-11-29,Website,618,40,0.0649,8027092,200677,0
2023-11-30,Shopee,2119,286,0.1354,38472238,134518,0
2023-11-30,Tokopedia,1440,102,0.0713,15034052,147393,0
2023-11-30,Website,622,65,0.1049,14103260,216973,0
2023-12-01,Shopee,1769,152,0.0863,22611918,148763,0
2023-12-01,Tokopedia,1028,99,0.0972,20770359,209802,0
2023-12-01,Website,492,57,0.117,14167993,248561,0
2023-12-02,Shopee,1647,223,0.1355,38992141,174853,0
2023-12-02,Tokopedia,1354,144,0.1071,30199161,209716,0
2023-12-02,Website,347,35,0.1015,8717449,249070,0
2023-12-03,Shopee,1766,270,0.1535,44537730,164955,0
2023-12-03,Tokopedia,1279,120,0.0944,26465849,220549,0
2023-12-03,Website,460,45,0.0995,10420996,231578,0
2023-12-04,Shopee,1846,191,0.104,30287711,158574,0
2023-12-04,Tokopedia,1394,165,0.1185,28221015,171036,0
2023-12-04,Website,610,54,0.0888,12778358,236636,0
2023-12-05,Shopee,1552,177,0.1147,27170562,153506,0
2023-12-05,Tokopedia,900,114,0.1268,20719043,181746,0
2023-12-05,Website,549,57,0.1056,12172790,213558,0
2023-12-06,Shopee,1417,212,0.1498,38661119,182364,0
2023-12-06,Tokopedia,1136,90,0.0798,17904261,198936,0
2023-12-06,Website,479,49,0.1043,10361381,211457,0
2023-12-07,Shopee,1952,161,0.0827,31373428,194866,0
2023-12-07,Tokopedia,1013,137,0.1353,33651308,245630,0
2023-12-07,Website,514,54,0.1052,12623606,233770,0
2023-12-08,Shopee,1661,211,0.1274,44832643,212477,0
2023-12-08,Tokopedia,1193,116,0.0977,20851883,179758,0
2023-12-08,Website,346,34,0.1008,7271251,213860,0
2023-12-09,Shopee,1694,221,0.1308,33512919,151642,0
2023-12-09,Tokopedia,1191,117,0.0984,26943215,230284,0
2023-12-09,Website,594,65,0.1103,11846334,182251,0
2023-12-10,Shopee,1829,296,0.1621,55417468,187221,0
2023-12-10,Tokopedia,757,84,0.1116,16785904,199832,0
2023-12-10,Website,495,42,0.0864,11365660,270611,0
2023-12-11,Shopee,2052,259,0.1263,42306113,163344,0
2023-12-11,Tokopedia,1198,94,0.0786,22256364,236770,0
2023-12-11,Website,433,36,0.085,8921123,247809,0
2023-12-12,Shopee,4346,501,0.1155,91923914,183481,0
2023-12-12,Tokopedia,2990,466,0.1561,94633195,203076,0
2023-12-12,Website,1723,189,0.1099,37695337,199446,0
2023-12-13,Shopee,1891,285,0.151,53250699,186845,0
2023-12-13,Tokopedia,947,65,0.0688,14076254,216558,0
2023-12-13,Website,515,21,0.0412,4179312,199015,0
2023-12-14,Shopee,1619,236,0.1461,41362715,175266,0
2023-12-14,Tokopedia,1338,123,0.092,23050698,187404,0
2023-12-14,Website,557,34,0.0613,8761590,257694,0
2023-12-15,Shopee,1842,253,0.1377,35465772,140181,0
2023-12-15,Tokopedia,1521,134,0.0883,24336768,181618,0
2023-12-15,Website,603,56,0.0934,13712031,244858,0
2023-12-16,Shopee,1885,185,0.0987,23981691,129631,0
2023-12-16,Tokopedia,990,124,0.1255,28348649,228618,0
2023-12-16,Website,523,48,0.092,6927057,144314,0
2023-12-17,Shopee,1802,199,0.1108,38066433,191289,0
2023-12-17,Tokopedia,1132,114,0.101,27456677,240848,0
2023-12-17,Website,644,53,0.0825,14700448,277367,0
2023-12-18,Shopee,1709,206,0.1208,33816773,164159,0
2023-12-18,Tokopedia,956,141,0.1476,29249011,207440,0
2023-12-18,Website,612,50,0.082,12410625,248212,0
2023-12-19,Shopee,1934,128,0.0664,19504605,152380,0
2023-12-19,Tokopedia,1109,126,0.1137,23320413,185083,0
2023-12-19,Website,600,30,0.0514,5959835,198661,0
2023-12-20,Shopee,1554,211,0.1362,47432041,224796,0
2023-12-20,Tokopedia,1201,100,0.0838,21225975,212260,0
2023-12-20,Website,558,47,0.085,9410138,200216,0
2023-12-21,Shopee,1986,291,0.1468,60320589,207287,0
2023-12-21,Tokopedia,1161,160,0.1383,36679215,229245,0
2023-12-21,Website,482,48,0.1009,7106743,148057,0
2023-12-22,Shopee,2322,355,0.1531,52225778,147115,0
2023-12-22,Tokopedia,1014,86,0.0849,15258890,177429,0
2023-12-22,Website,530,48,0.0906,11382613,237138,0
2023-12-23,Shopee,1884,333,0.1772,60470497,181593,0
2023-12-23,Tokopedia,931,93,0.1003,16238675,174609,0
2023-12-23,Website,593,56,0.0958,13854597,247404,0
2023-12-24,Shopee,1481,157,0.1065,23525477,149844,0
2023-12-24,Tokopedia,1147,152,0.1333,33502433,220411,0
2023-12-24,Website,629,46,0.074,11744440,255314,0
2023-12-25,Shopee,1774,234,0.1321,53712820,229542,0
2023-12-25,Tokopedia,1265,89,0.0708,16747774,188177,0
2023-12-25,Website,648,53,0.0832,10213779,192713,0
2023-12-26,Shopee,1999,281,0.141,47802815,170117,0
2023-12-26,Tokopedia,1157,143,0.1239,26377339,184457,0
2023-12-26,Website,672,55,0.0824,13473233,244968,0
2023-12-27,Shopee,1947,295,0.1517,63430803,215020,0
2023-12-27,Tokopedia,1094,129,0.1181,27976635,216873,0
2023-12-27,Website,483,37,0.0786,8729878,235943,0
2023-12-28,Shopee,1770,220,0.1244,37037998,168355,0
2023-12-28,Tokopedia,1583,129,0.082,25194961,195310,0
2023-12-28,Website,665,78,0.1179,21597008,276885,0
2023-12-29,Shopee,1851,181,0.0981,29925576,165335,0
2023-12-29,Tokopedia,800,67,0.0843,11347667,169368,0
2023-12-29,Website,573,48,0.085,13099379,272904,0
2023-12-30,Shopee,1519,197,0.1302,35182689,178592,0
2023-12-30,Tokopedia,1142,179,0.1571,44724568,249858,0
2023-12-30,Website,613,40,0.0667,9622389,240560,0
2023-12-31,Shopee,1767,230,0.1306,53068869,230734,0
2023-12-31,Tokopedia,1353,155,0.1146,28478633,183733,0
2023-12-31,Website,448,38,0.0861,7672211,201900,0
2024-01-01,Shopee,1274,173,0.136,25495072,147370,0
2024-01-01,Tokopedia,814,87,0.107,14650038,168391,0
2024-01-01,Website,352,33,0.0945,7781029,235789,0
2024-01-02,Shopee,1739,178,0.1027,30383987,170697,0
2024-01-02,Tokopedia,931,93,0.1009,14932883,160569,0
2024-01-02,Website,473,31,0.0666,7484313,241429,0
2024-01-03,Shopee,1366,184,0.1348,29842450,162187,0
2024-01-03,Tokopedia,1054,133,0.1263,32082403,241221,0
2024-01-03,Website,473,48,0.1026,14496811,302017,0
2024-01-04,Shopee,1558,114,0.0733,22828645,200251,0
2024-01-04,Tokopedia,622,51,0.0825,10870232,213142,0
2024-01-04,Website,398,39,0.0993,10594952,271665,0
2024-01-05,Shopee,1452,178,0.1232,32137872,180550,0
2024-01-05,Tokopedia,1007,98,0.0979,17190574,175414,0
2024-01-05,Website,366,36,0.1008,7623748,211771,0
2024-01-06,Shopee,1291,146,0.1131,26876548,184086,0
2024-01-06,Tokopedia,749,91,0.1224,20629729,226700,0
2024-01-06,Website,399,24,0.0621,5455734,227322,0
2024-01-07,Shopee,1468,82,0.0562,15031076,183306,0
2024-01-07,Tokopedia,989,91,0.0929,11696027,128528,0
2024-01-07,Website,403,40,0.1011,10130288,253257,0
2024-01-08,Shopee,1392,159,0.1148,33412195,210140,0
2024-01-08,Tokopedia,975,82,0.0842,15546009,189585,0
2024-01-08,Website,538,47,0.0874,11633442,247520,0
2024-01-09,Shopee,1195,137,0.1146,22568415,164733,0
2024-01-09,Tokopedia,942,114,0.1213,23529553,206400,0
2024-01-09,Website,588,56,0.0955,11631306,207702,0
2024-01-10,Shopee,1629,180,0.111,26524554,147359,0
2024-01-10,Tokopedia,691,46,0.0679,8436395,183400,0
2024-01-10,Website,293,24,0.083,4846837,201952,0
2024-01-11,Shopee,1211,149,0.1234,33924331,227680,0
2024-01-11,Tokopedia,910,108,0.1195,16661093,154269,0
2024-01-11,Website,347,36,0.1042,6745941,187387,0
2024-01-12,Shopee,1520,231,0.1522,34360647,148747,0
2024-01-12,Tokopedia,688,64,0.0932,13379321,209052,0
2024-01-12,Website,441,40,0.0922,9715146,242879,0
2024-01-13,Shopee,1346,134,0.0999,29592215,220837,0
2024-01-13,Tokopedia,948,131,0.1383,31332059,239176,0
2024-01-13,Website,414,35,0.0856,5093290,145523,0
2024-01-14,Shopee,1502,181,0.1206,33595887,185613,0
2024-01-14,Tokopedia,875,96,0.1103,23076851,240384,0
2024-01-14,Website,443,44,0.1014,8242260,187324,0
2024-01-15,Shopee,1248,187,0.15,39806245,212868,0
2024-01-15,Tokopedia,838,84,0.1008,13308460,158434,0
2024-01-15,Website,381,40,0.1065,5194395,129860,0
2024-01-16,Shopee,1190,150,0.1265,21167133,141114,0
2024-01-16,Tokopedia,760,62,0.0827,13617293,219634,0
2024-01-16,Website,504,47,0.0951,9421977,200468,0
2024-01-17,Shopee,890,102,0.115,17747569,173996,0
2024-01-17,Tokopedia,928,107,0.1162,25850981,241598,0
2024-01-17,Website,290,30,0.1064,7155043,238501,0
2024-01-18,Shopee,1438,149,0.1037,19613812,131636,0
2024-01-18,Tokopedia,704,94,0.1341,17396582,185070,0
2024-01-18,Website,390,28,0.0741,7698324,274940,0
2024-01-19,Shopee,1277,148,0.1161,27644401,186786,0
2024-01-19,Tokopedia,764,88,0.116,19620967,222966,0
2024-01-19,Website,428,30,0.0708,6035977,201199,0
2024-01-20,Shopee,1583,144,0.091,25586109,177681,0
2024-01-20,Tokopedia,905,58,0.0642,14064098,242484,0
2024-01-20,Website,375,32,0.0872,8917920,278685,0
2024-01-21,Shopee,1115,172,0.1543,35830507,208317,0
2024-01-21,Tokopedia,776,56,0.0731,13464605,240439,0
2024-01-21,Website,362,31,0.0884,7654816,246930,0
2024-01-22,Shopee,1385,175,0.1268,32278615,184449,0
2024-01-22,Tokopedia,869,113,0.1308,18568161,164320,0
2024-01-22,Website,441,26,0.0592,6943225,267047,0
2024-01-23,Shopee,1614,198,0.1232,36801346,185865,0
2024-01-23,Tokopedia,609,60,0.0997,9459665,157661,0
2024-01-23,Website,523,41,0.0787,8027525,195793,0
2024-01-24,Shopee,1366,158,0.1157,31106905,196879,0
2024-01-24,Tokopedia,742,75,0.1021,15904341,212058,0
2024-01-24,Website,354,29,0.0845,5789534,199639,0
2024-01-25,Shopee,1561,214,0.1372,34697593,162138,0
2024-01-25,Tokopedia,972,113,0.1169,28418926,251495,0
2024-01-25,Website,394,43,0.1096,8012563,186339,0
2024-01-26,Shopee,1126,130,0.1161,23158167,178140,0
2024-01-26,Tokopedia,1035,137,0.1329,30701022,224095,0
2024-01-26,Website,464,44,0.0966,10373776,235768,0
2024-01-27,Shopee,1431,191,0.1336,35642499,186610,0
2024-01-27,Tokopedia,942,77,0.0823,20133033,261468,0
2024-01-27,Website,526,64,0.1232,13350601,208603,0
2024-01-28,Shopee,1303,171,0.1314,28504804,166695,0
2024-01-28,Tokopedia,843,100,0.1191,15052411,150524,0
2024-01-28,Website,380,49,0.1309,13842197,282494,0
2024-01-29,Shopee,1524,214,0.1407,31845568,148811,0
2024-01-29,Tokopedia,731,57,0.0792,9616969,168719,0
2024-01-29,Website,421,46,0.1096,12088852,262801,0
2024-01-30,Shopee,1198,123,0.1033,17996239,146311,0
2024-01-30,Tokopedia,854,92,0.1086,17915440,194733,0
2024-01-30,Website,460,42,0.0924,9501005,226214,0
2024-01-31,Shopee,1564,154,0.0986,21318827,138434,0
2024-01-31,Tokopedia,961,105,0.1097,16619098,158277,0
2024-01-31,Website,389,34,0.0892,8821198,259447,0
2024-02-01,Shopee,1305,183,0.1403,33443155,182749,0
2024-02-01,Tokopedia,820,84,0.1028,15930673,189651,0
2024-02-01,Website,400,28,0.0704,5743678,205131,0
2024-02-02,Shopee,1395,201,0.1444,31019305,154325,0
2024-02-02,Tokopedia,1199,126,0.1055,29054962,230595,0
2024-02-02,Website,428,36,0.0857,7125261,197924,0
2024-02-03,Shopee,1148,85,0.0743,12766615,150195,0
2024-02-03,Tokopedia,765,81,0.1065,12711195,156928,0
2024-02-03,Website,446,35,0.0794,8674423,247841,0
2024-02-04,Shopee,1551,171,0.1103,29407342,171973,0
2024-02-04,Tokopedia,709,72,0.1025,13249884,184026,0
2024-02-04,Website,366,39,0.1075,9982299,255956,0
2024-02-05,Shopee,1538,220,0.1433,27763187,126196,0
2024-02-05,Tokopedia,847,77,0.0914,14281465,185474,0
2024-02-05,Website,352,27,0.0793,7035444,260572,0
2024-02-06,Shopee,1491,217,0.1458,41677478,192062,0
2024-02-06,Tokopedia,970,125,0.1292,21554945,172440,0
2024-02-06,Website,406,36,0.0909,7890312,219175,0
2024-02-07,Shopee,1740,160,0.0921,27424654,171404,0
2024-02-07,Tokopedia,885,83,0.0945,13437681,161900,0
2024-02-07,Website,379,50,0.1333,9442650,188853,0
2024-02-08,Shopee,1178,121,0.1027,19947119,164852,0
2024-02-08,Tokopedia,708,68,0.0969,13265442,195080,0
2024-02-08,Website,395,39,0.1001,10498450,269191,0
2024-02-09,Shopee,1061,101,0.0953,16085022,159258,0
2024-02-09,Tokopedia,852,100,0.118,14855840,148558,0
2024-02-09,Website,392,41,0.1052,8870499,216354,0
2024-02-10,Shopee,1683,188,0.1118,33559408,178507,0
2024-02-10,Tokopedia,692,88,0.1284,21388555,243052,0
2024-02-10,Website,382,39,0.1039,10851193,278236,0
2024-02-11,Shopee,1381,178,0.1294,37104269,208451,0
2024-02-11,Tokopedia,741,65,0.0882,14384148,221295,0
2024-02-11,Website,421,35,0.0834,7339943,209713,0
2024-02-12,Shopee,1181,101,0.0857,16811428,166450,0
2024-02-12,Tokopedia,1054,112,0.1068,20741221,185189,0
2024-02-12,Website,408,44,0.1088,11368067,258365,0
2024-02-13,Shopee,1153,139,0.1206,24488633,176177,0
2024-02-13,Tokopedia,965,110,0.1141,26844584,244042,0
2024-02-13,Website,298,25,0.0864,5543638,221746,0
2024-02-14,Shopee,1372,149,0.1091,27475688,184401,0
2024-02-14,Tokopedia,735,88,0.1208,17036605,193598,0
2024-02-14,Website,389,41,0.1057,6917503,168720,0
2024-02-15,Shopee,1380,121,0.088,21576242,178316,0
2024-02-15,Tokopedia,890,81,0.0915,12177536,150340,0
2024-02-15,Website,320,29,0.0931,4937765,170268,0
2024-02-16,Shopee,1172,116,0.0998,18970802,163541,0
2024-02-16,Tokopedia,889,123,0.1385,19396431,157695,0
2024-02-16,Website,423,54,0.1284,11267629,208660,0
2024-02-17,Shopee,1438,164,0.1142,33481164,204153,0
2024-02-17,Tokopedia,810,104,0.1294,20120876,193470,0
2024-02-17,Website,398,34,0.0878,7951752,233875,0
2024-02-18,Shopee,1431,157,0.1099,24886694,158514,0
2024-02-18,Tokopedia,855,92,0.1087,24379472,264994,0
2024-02-18,Website,419,38,0.0911,10315529,271461,0
2024-02-19,Shopee,1482,187,0.1263,31651924,169262,0
2024-02-19,Tokopedia,982,110,0.113,22187848,201708,0
2024-02-19,Website,477,46,0.0978,10227052,222327,0
2024-02-20,Shopee,1137,103,0.0912,15900742,154376,0
2024-02-20,Tokopedia,806,67,0.0841,11055869,165013,0
2024-02-20,Website,503,40,0.0806,9657415,241435,0
2024-02-21,Shopee,1222,116,0.0953,24059342,207408,0
2024-02-21,Tokopedia,843,82,0.0984,14363759,175168,0
2024-02-21,Website,462,30,0.0656,7973347,265778,0
2024-02-22,Shopee,1228,146,0.1194,25526638,174840,0
2024-02-22,Tokopedia,1046,143,0.1371,17792375,124422,0
2024-02-22,Website,440,43,0.0978,10170948,236534,0
2024-02-23,Shopee,1180,146,0.1242,25225946,172780,0
2024-02-23,Tokopedia,1025,111,0.109,26235729,236358,0
2024-02-23,Website,404,35,0.088,7962988,227514,0
2024-02-24,Shopee,1402,172,0.1229,26451696,153789,0
2024-02-24,Tokopedia,789,125,0.1587,24300326,194403,0
2024-02-24,Website,352,29,0.0834,5646727,194715,0
2024-02-25,Shopee,1234,92,0.0751,13264205,144176,0
2024-02-25,Tokopedia,1038,146,0.141,32182685,220429,0
2024-02-25,Website,349,33,0.0953,8019889,243027,0
2024-02-26,Shopee,1430,201,0.1408,23534599,117088,0
2024-02-26,Tokopedia,581,47,0.0818,11005789,234166,0
2024-02-26,Website,443,47,0.1061,12407512,263990,0
2024-02-27,Shopee,1501,185,0.1235,27852122,150552,0
2024-02-27,Tokopedia,824,54,0.0664,6511134,120577,0
2024-02-27,Website,296,22,0.0763,4821791,219172,0
2024-02-28,Shopee,1398,124,0.0889,23642117,190662,0
2024-02-28,Tokopedia,864,107,0.1246,26115587,244071,0
2024-02-28,Website,474,36,0.0771,9634155,267615,0
2024-02-29,Shopee,1251,146,0.1174,23885998,163603,0
2024-02-29,Tokopedia,828,111,0.1352,19441294,175147,0
2024-02-29,Website,416,38,0.0936,9260421,243695,0
2024-03-01,Shopee,2020,400,0.1983,74453440,186134,1
2024-03-01,Tokopedia,1303,156,0.1198,22914086,146885,0
2024-03-01,Website,549,58,0.1075,14532106,250554,0
2024-03-02,Shopee,1750,341,0.1949,67551261,198098,1
2024-03-02,Tokopedia,1498,141,0.0943,29871824,211857,0
2024-03-02,Website,535,45,0.0857,7865384,174786,0
2024-03-03,Shopee,1915,517,0.27,71547914,138391,1
2024-03-03,Tokopedia,1137,139,0.1224,25027188,180052,0
2024-03-03,Website,540,45,0.0844,9780866,217353,0
2024-03-04,Shopee,2055,403,0.1964,65111767,161568,1
2024-03-04,Tokopedia,1270,158,0.1248,32228224,203976,0
2024-03-04,Website,519,51,0.0995,8708413,170753,0
2024-03-05,Shopee,1413,253,0.1791,57034331,225432,1
2024-03-05,Tokopedia,1003,102,0.1022,23452380,229925,0
2024-03-05,Website,548,38,0.0705,7752934,204025,0
2024-03-06,Shopee,2546,492,0.1936,101848977,207010,1
2024-03-06,Tokopedia,1220,126,0.1034,24946535,197988,0
2024-03-06,Website,725,70,0.0968,14702193,210031,0
2024-03-07,Shopee,2001,348,0.174,59819960,171896,1
2024-03-07,Tokopedia,1041,120,0.1154,27553284,229611,0
2024-03-07,Website,642,47,0.0737,10636127,226301,0
2024-03-08,Shopee,1929,455,0.2359,79666176,175090,1
2024-03-08,Tokopedia,1290,159,0.1236,35686059,224441,0
2024-03-08,Website,534,49,0.0936,9120302,186129,0
2024-03-09,Shopee,1633,372,0.2279,70575795,189720,1
2024-03-09,Tokopedia,1299,145,0.1117,23249798,160343,0
2024-03-09,Website,697,74,0.1066,13299087,179717,0
2024-03-10,Shopee,1971,608,0.3086,105325858,173233,1
2024-03-10,Tokopedia,1364,164,0.1206,31297286,190837,0
2024-03-10,Website,553,52,0.0944,11619114,223444,0
2024-03-11,Shopee,1920,407,0.2121,68575665,168491,1
2024-03-11,Tokopedia,1497,134,0.0896,30259009,225814,0
2024-03-11,Website,668,87,0.1303,19573595,224984,0
2024-03-12,Shopee,1969,501,0.2546,79018605,157722,1
2024-03-12,Tokopedia,1105,122,0.1104,24582727,201498,0
2024-03-12,Website,611,35,0.0587,8611309,246037,0
2024-03-13,Shopee,1617,172,0.1066,29721917,172802,1
2024-03-13,Tokopedia,1137,112,0.099,21000897,187508,0
2024-03-13,Website,585,64,0.1096,15780438,246569,0
2024-03-14,Shopee,2274,539,0.2374,84411335,156607,1
2024-03-14,Tokopedia,1192,142,0.1194,24522801,172696,0
2024-03-14,Website,587,46,0.0784,12592850,273758,0
2024-03-15,Shopee,1617,383,0.2373,83884032,219018,1
2024-03-15,Tokopedia,983,117,0.1192,25042328,214037,0
2024-03-15,Website,552,61,0.1107,14193445,232679,0
2024-03-16,Shopee,1796,205,0.1145,28397932,138526,1
2024-03-16,Tokopedia,1049,82,0.0786,14430568,175983,0
2024-03-16,Website,565,63,0.1119,16621519,263834,0
2024-03-17,Shopee,2380,447,0.1881,60191500,134657,1
2024-03-17,Tokopedia,1357,185,0.1364,29581571,159900,0
2024-03-17,Website,802,85,0.1064,18843595,221689,0
2024-03-18,Shopee,1430,430,0.3009,81099668,188604,1
2024-03-18,Tokopedia,1236,122,0.0989,17591464,144192,0
2024-03-18,Website,534,45,0.0861,5814075,129202,0
2024-03-19,Shopee,2322,534,0.2302,118724891,222331,1
2024-03-19,Tokopedia,1488,205,0.1382,37743614,184115,0
2024-03-19,Website,483,43,0.0898,10536802,245042,0
2024-03-20,Shopee,2022,305,0.1512,43467279,142516,1
2024-03-20,Tokopedia,958,120,0.126,21003386,175028,0
2024-03-20,Website,650,74,0.1144,15254756,206145,0
2024-03-21,Shopee,1559,336,0.2156,65404124,194655,1
2024-03-21,Tokopedia,1331,134,0.1014,28391863,211880,0
2024-03-21,Website,587,62,0.1056,12042565,194235,0
2024-03-22,Shopee,2115,298,0.141,57531229,193058,1
2024-03-22,Tokopedia,1682,296,0.176,57350621,193752,0
2024-03-22,Website,727,86,0.1186,23675891,275301,0
2024-03-23,Shopee,1882,365,0.1943,74596087,204373,1
2024-03-23,Tokopedia,1201,136,0.1137,19979957,146911,0
2024-03-23,Website,566,44,0.0785,10092458,229374,0
2024-03-24,Shopee,1454,315,0.2168,60386602,191703,1
2024-03-24,Tokopedia,930,100,0.1078,18809956,188100,0
2024-03-24,Website,492,42,0.0874,9782535,232918,0
2024-03-25,Shopee,1275,300,0.2353,41069841,136899,1
2024-03-25,Tokopedia,1174,152,0.1301,31364439,206345,0
2024-03-25,Website,443,44,0.1009,10210203,232050,0
2024-03-26,Shopee,2172,538,0.2478,102264893,190083,1
2024-03-26,Tokopedia,1180,139,0.1178,30267838,217754,0
2024-03-26,Website,612,59,0.097,15885459,269245,0
2024-03-27,Shopee,2017,453,0.2246,64345320,142043,1
2024-03-27,Tokopedia,1349,157,0.1165,32960398,209939,0
2024-03-27,Website,619,48,0.0791,11123794,231746,0
2024-03-28,Shopee,1922,453,0.236,70573591,155792,1
2024-03-28,Tokopedia,1467,181,0.1235,40769786,225247,0
2024-03-28,Website,628,52,0.0844,14002534,269280,0
2024-03-29,Shopee,1844,384,0.2083,71439667,186041,1
2024-03-29,Tokopedia,1207,132,0.1099,22079585,167270,0
2024-03-29,Website,535,51,0.0953,10814650,212052,0
2024-03-30,Shopee,2040,479,0.2349,81790990,170754,1
2024-03-30,Tokopedia,1224,139,0.1138,26110284,187844,0
2024-03-30,Website,581,47,0.0813,10379710,220845,0
2024-03-31,Shopee,1937,382,0.1975,69110608,180918,1
2024-03-31,Tokopedia,1204,144,0.1201,33061953,229597,0
2024-03-31,Website,517,33,0.0645,6349925,192422,0
2024-04-01,Shopee,2299,284,0.1237,45025820,158542,1
2024-04-01,Tokopedia,1245,125,0.1006,21247807,169982,1
2024-04-01,Website,642,59,0.0924,13144424,222787,1
2024-04-02,Shopee,1730,140,0.0812,21720943,155150,1
2024-04-02,Tokopedia,1410,160,0.114,24122281,150764,1
2024-04-02,Website,583,47,0.0819,12881582,274076,1
2024-04-03,Shopee,1322,202,0.153,30824881,152598,1
2024-04-03,Tokopedia,1401,128,0.0918,28544944,223007,1
