snapshot_id,year_month,sku_id,category,subcategory,brand,opening_stock,incoming_qty,sold_qty,closing_stock,sell_through_rate,days_of_inventory,lead_time_days,is_stockout
INV-2024-01-MCO-BT-005,2024-01,MCO-BT-005,Accessories,Belts,MCC Standard,73,0,1,72,0.0137,999,7,0
INV-2024-01-MCO-BT-006,2024-01,MCO-BT-006,Accessories,Belts,MCC Premium,8,80,5,83,0.0568,498,9,0
INV-2024-01-MCO-BT-007,2024-01,MCO-BT-007,Accessories,Belts,MCC Basic,54,0,3,51,0.0556,510,19,0
INV-2024-01-MCO-BT-008,2024-01,MCO-BT-008,Accessories,Belts,MCC Standard,53,0,3,50,0.0566,500,17,0
INV-2024-01-MCO-BT-009,2024-01,MCO-BT-009,Accessories,Belts,MCC Premium,73,0,0,73,0.0,730,21,0
INV-2024-01-MCO-BT-010,2024-01,MCO-BT-010,Accessories,Belts,MCC Basic,26,0,3,23,0.1154,230,12,0
INV-2024-01-MCO-BT-011,2024-01,MCO-BT-011,Accessories,Belts,MCC Standard,20,0,3,17,0.15,170,11,0
INV-2024-01-MCO-BT-012,2024-01,MCO-BT-012,Accessories,Belts,MCC Standard,43,0,5,38,0.1163,228,12,0
INV-2024-01-MCO-BT-013,2024-01,MCO-BT-013,Accessories,Belts,MCC Basic,78,0,2,76,0.0256,999,17,0
INV-2024-01-MCO-BT-014,2024-01,MCO-BT-014,Accessories,Belts,MCC Standard,49,0,1,48,0.0204,999,15,0
INV-2024-01-MCO-BT-015,2024-01,MCO-BT-015,Accessories,Belts,MCC Standard,7,63,2,68,0.0286,999,8,0
INV-2024-01-MCO-BT-016,2024-01,MCO-BT-016,Accessories,Belts,MCC Basic,41,0,1,40,0.0244,999,21,0
INV-2024-01-MCO-BT-017,2024-01,MCO-BT-017,Accessories,Belts,MCC Standard,45,0,1,44,0.0222,999,13,0
INV-2024-01-MCO-BT-018,2024-01,MCO-BT-018,Accessories,Belts,MCC Premium,31,0,6,25,0.1935,125,13,0
INV-2024-01-MCO-CS-001,2024-01,MCO-CS-001,Footwear,Casual Shoes,MCC Standard,89,0,4,85,0.0449,638,15,0
INV-2024-01-MCO-CS-002,2024-01,MCO-CS-002,Footwear,Casual Shoes,MCC Standard,71,0,1,70,0.0141,999,15,0
INV-2024-01-MCO-CS-003,2024-01,MCO-CS-003,Footwear,Casual Shoes,MCC Basic,9,58,3,64,0.0448,640,19,0
INV-2024-01-MCO-CS-004,2024-01,MCO-CS-004,Footwear,Casual Shoes,MCC Standard,8,61,0,69,0.0,690,21,0
INV-2024-01-MCO-CS-005,2024-01,MCO-CS-005,Footwear,Casual Shoes,MCC Premium,14,0,4,10,0.2857,75,9,0
INV-2024-01-MCO-CS-006,2024-01,MCO-CS-006,Footwear,Casual Shoes,MCC Standard,79,0,3,76,0.038,760,14,0
INV-2024-01-MCO-CS-007,2024-01,MCO-CS-007,Footwear,Casual Shoes,MCC Standard,17,0,4,13,0.2353,98,21,0
INV-2024-01-MCO-CS-008,2024-01,MCO-CS-008,Footwear,Casual Shoes,MCC Premium,19,0,1,18,0.0526,540,14,0
INV-2024-01-MCO-CS-009,2024-01,MCO-CS-009,Footwear,Casual Shoes,MCC Basic,65,0,1,64,0.0154,999,21,0
INV-2024-01-MCO-CS-010,2024-01,MCO-CS-010,Footwear,Casual Shoes,MCC Standard,13,88,9,92,0.0891,307,20,0
INV-2024-01-MCO-CS-011,2024-01,MCO-CS-011,Footwear,Casual Shoes,MCC Standard,92,0,2,90,0.0217,999,16,0
INV-2024-01-MCO-CS-012,2024-01,MCO-CS-012,Footwear,Casual Shoes,MCC Premium,66,0,2,64,0.0303,960,12,0
INV-2024-01-MCO-CS-013,2024-01,MCO-CS-013,Footwear,Casual Shoes,MCC Standard,27,0,0,27,0.0,270,16,0
INV-2024-01-MCO-CS-014,2024-01,MCO-CS-014,Footwear,Casual Shoes,MCC Standard,6,55,4,57,0.0656,428,16,0
INV-2024-01-MCO-CS-015,2024-01,MCO-CS-015,Footwear,Casual Shoes,MCC Premium,19,0,1,18,0.0526,540,17,0
INV-2024-01-MCO-CS-016,2024-01,MCO-CS-016,Footwear,Casual Shoes,MCC Premium,24,0,0,24,0.0,240,18,0
INV-2024-01-MCO-CS-017,2024-01,MCO-CS-017,Footwear,Casual Shoes,MCC Standard,21,0,1,20,0.0476,600,9,0
INV-2024-01-MCO-CS-018,2024-01,MCO-CS-018,Footwear,Casual Shoes,MCC Standard,13,0,3,10,0.2308,100,7,0
INV-2024-01-MCO-CS-019,2024-01,MCO-CS-019,Footwear,Casual Shoes,MCC Premium,10,69,2,77,0.0253,999,17,0
INV-2024-01-MCO-CS-020,2024-01,MCO-CS-020,Footwear,Casual Shoes,MCC Standard,33,0,4,29,0.1212,218,14,0
INV-2024-01-MCO-CS-021,2024-01,MCO-CS-021,Footwear,Casual Shoes,MCC Standard,27,0,2,25,0.0741,375,19,0
INV-2024-01-MCO-CS-022,2024-01,MCO-CS-022,Footwear,Casual Shoes,MCC Premium,19,0,4,15,0.2105,112,21,0
INV-2024-01-MCO-CS-023,2024-01,MCO-CS-023,Footwear,Casual Shoes,MCC Premium,34,0,3,31,0.0882,310,11,0
INV-2024-01-MCO-CS-024,2024-01,MCO-CS-024,Footwear,Casual Shoes,MCC Standard,68,0,3,65,0.0441,650,9,0
INV-2024-01-MCO-CS-025,2024-01,MCO-CS-025,Footwear,Casual Shoes,MCC Standard,11,61,6,66,0.0833,330,17,0
INV-2024-01-MCO-CS-026,2024-01,MCO-CS-026,Footwear,Casual Shoes,MCC Standard,20,0,1,19,0.05,570,10,0
INV-2024-01-MCO-CS-027,2024-01,MCO-CS-027,Footwear,Casual Shoes,MCC Standard,50,0,1,49,0.02,999,20,0
INV-2024-01-MCO-CS-028,2024-01,MCO-CS-028,Footwear,Casual Shoes,MCC Standard,19,0,3,16,0.1579,160,10,0
INV-2024-01-MCO-FS-001,2024-01,MCO-FS-001,Footwear,Formal Shoes,MCC Premium,22,0,7,15,0.3182,64,11,0
INV-2024-01-MCO-FS-002,2024-01,MCO-FS-002,Footwear,Formal Shoes,MCC Basic,38,0,3,35,0.0789,350,17,0
INV-2024-01-MCO-FS-003,2024-01,MCO-FS-003,Footwear,Formal Shoes,MCC Standard,64,0,6,58,0.0938,290,7,0
INV-2024-01-MCO-FS-004,2024-01,MCO-FS-004,Footwear,Formal Shoes,MCC Standard,31,0,3,28,0.0968,280,7,0
INV-2024-01-MCO-FS-005,2024-01,MCO-FS-005,Footwear,Formal Shoes,MCC Basic,28,0,3,25,0.1071,250,15,0
INV-2024-01-MCO-FS-006,2024-01,MCO-FS-006,Footwear,Formal Shoes,MCC Basic,24,0,5,19,0.2083,114,12,0
INV-2024-01-MCO-FS-007,2024-01,MCO-FS-007,Footwear,Formal Shoes,MCC Premium,18,0,2,16,0.1111,240,15,0
INV-2024-01-MCO-FS-008,2024-01,MCO-FS-008,Footwear,Formal Shoes,MCC Standard,37,0,0,37,0.0,370,18,0
INV-2024-01-MCO-FS-009,2024-01,MCO-FS-009,Footwear,Formal Shoes,MCC Standard,21,0,1,20,0.0476,600,9,0
INV-2024-01-MCO-FS-010,2024-01,MCO-FS-010,Footwear,Formal Shoes,MCC Basic,8,45,1,52,0.0189,999,7,0
INV-2024-01-MCO-FS-011,2024-01,MCO-FS-011,Footwear,Formal Shoes,MCC Premium,9,61,0,70,0.0,700,7,0
INV-2024-01-MCO-FS-012,2024-01,MCO-FS-012,Footwear,Formal Shoes,MCC Standard,31,0,0,31,0.0,310,16,0
INV-2024-01-MCO-FS-013,2024-01,MCO-FS-013,Footwear,Formal Shoes,MCC Standard,38,0,1,37,0.0263,999,7,0
INV-2024-01-MCO-FS-014,2024-01,MCO-FS-014,Footwear,Formal Shoes,MCC Standard,25,0,1,24,0.04,720,10,0
INV-2024-01-MCO-FS-015,2024-01,MCO-FS-015,Footwear,Formal Shoes,MCC Standard,13,0,1,12,0.0769,360,19,0
INV-2024-01-MCO-FS-016,2024-01,MCO-FS-016,Footwear,Formal Shoes,MCC Standard,18,0,0,18,0.0,180,9,0
INV-2024-01-MCO-FS-017,2024-01,MCO-FS-017,Footwear,Formal Shoes,MCC Premium,11,65,3,73,0.0395,730,13,0
INV-2024-01-MCO-FS-018,2024-01,MCO-FS-018,Footwear,Formal Shoes,MCC Premium,54,0,1,53,0.0185,999,19,0
INV-2024-02-MCO-SH-001,2024-02,MCO-SH-001,Apparel,Shirts,MCC Standard,0,0,0,0,0.0,0,19,1
INV-2024-02-MCO-SH-002,2024-02,MCO-SH-002,Apparel,Shirts,MCC Standard,0,59,59,0,1.0,0,15,1
INV-2024-02-MCO-SH-003,2024-02,MCO-SH-003,Apparel,Shirts,MCC Basic,0,64,64,0,1.0,0,19,1
INV-2024-02-MCO-SH-004,2024-02,MCO-SH-004,Apparel,Shirts,MCC Premium,0,86,86,0,1.0,0,9,1
INV-2024-02-MCO-SH-005,2024-02,MCO-SH-005,Apparel,Shirts,MCC Standard,0,23,23,0,1.0,0,25,1
INV-2024-02-MCO-SH-006,2024-02,MCO-SH-006,Apparel,Shirts,MCC Basic,0,78,78,0,1.0,0,7,1
INV-2024-02-MCO-SH-007,2024-02,MCO-SH-007,Apparel,Shirts,MCC Premium,0,56,56,0,1.0,0,22,1
INV-2024-02-MCO-SH-008,2024-02,MCO-SH-008,Apparel,Shirts,MCC Basic,0,61,61,0,1.0,0,21,1
INV-2024-02-MCO-SH-009,2024-02,MCO-SH-009,Apparel,Shirts,MCC Standard,0,89,89,0,1.0,0,11,1
INV-2024-02-MCO-SH-010,2024-02,MCO-SH-010,Apparel,Shirts,MCC Basic,0,54,54,0,1.0,0,20,1
INV-2024-02-MCO-SH-011,2024-02,MCO-SH-011,Apparel,Shirts,MCC Premium,13,58,61,10,0.8592,5,27,0
INV-2024-02-MCO-SH-012,2024-02,MCO-SH-012,Apparel,Shirts,MCC Premium,54,66,52,68,0.4333,39,8,0
INV-2024-02-MCO-SH-013,2024-02,MCO-SH-013,Apparel,Shirts,MCC Standard,41,24,48,17,0.7385,11,18,0
INV-2024-02-MCO-SH-014,2024-02,MCO-SH-014,Apparel,Shirts,MCC Standard,49,50,49,50,0.4949,31,14,0
INV-2024-02-MCO-SH-015,2024-02,MCO-SH-015,Apparel,Shirts,MCC Premium,26,70,33,63,0.3438,57,7,0
INV-2024-02-MCO-SH-016,2024-02,MCO-SH-016,Apparel,Shirts,MCC Premium,37,86,35,88,0.2846,75,8,0
INV-2024-02-MCO-SH-017,2024-02,MCO-SH-017,Apparel,Shirts,MCC Standard,0,58,28,30,0.4828,32,20,0
INV-2024-02-MCO-SH-018,2024-02,MCO-SH-018,Apparel,Shirts,MCC Standard,41,9,39,11,0.78,8,23,0
INV-2024-02-MCO-SH-019,2024-02,MCO-SH-019,Apparel,Shirts,MCC Basic,22,28,36,14,0.72,12,25,0
INV-2024-02-MCO-SH-020,2024-02,MCO-SH-020,Apparel,Shirts,MCC Standard,26,39,34,31,0.5231,27,11,0
INV-2024-02-MCO-SH-021,2024-02,MCO-SH-021,Apparel,Shirts,MCC Premium,8,56,15,49,0.2344,98,9,0
INV-2024-02-MCO-SH-022,2024-02,MCO-SH-022,Apparel,Shirts,MCC Standard,55,0,10,45,0.1818,135,20,0
INV-2024-02-MCO-SH-023,2024-02,MCO-SH-023,Apparel,Shirts,MCC Basic,61,0,11,50,0.1803,136,7,0
INV-2024-02-MCO-SH-024,2024-02,MCO-SH-024,Apparel,Shirts,MCC Premium,55,0,18,37,0.3273,62,19,0
INV-2024-02-MCO-SH-025,2024-02,MCO-SH-025,Apparel,Shirts,MCC Standard,25,0,9,16,0.36,53,11,0
INV-2024-02-MCO-SH-026,2024-02,MCO-SH-026,Apparel,Shirts,MCC Standard,25,0,12,13,0.48,32,8,0
INV-2024-02-MCO-SH-027,2024-02,MCO-SH-027,Apparel,Shirts,MCC Standard,68,0,20,48,0.2941,72,7,0
INV-2024-02-MCO-SH-028,2024-02,MCO-SH-028,Apparel,Shirts,MCC Premium,67,0,11,56,0.1642,153,7,0
INV-2024-02-MCO-SH-029,2024-02,MCO-SH-029,Apparel,Shirts,MCC Premium,79,0,14,65,0.1772,139,19,0
INV-2024-02-MCO-SH-030,2024-02,MCO-SH-030,Apparel,Shirts,MCC Premium,67,0,11,56,0.1642,153,19,0
INV-2024-02-MCO-SH-031,2024-02,MCO-SH-031,Apparel,Shirts,MCC Standard,15,0,8,7,0.5333,26,15,0
INV-2024-02-MCO-SH-032,2024-02,MCO-SH-032,Apparel,Shirts,MCC Standard,89,0,11,78,0.1236,213,21,0
INV-2024-02-MCO-SH-033,2024-02,MCO-SH-033,Apparel,Shirts,MCC Standard,36,0,11,25,0.3056,68,10,0
INV-2024-02-MCO-SH-034,2024-02,MCO-SH-034,Apparel,Shirts,MCC Premium,53,0,7,46,0.1321,197,13,0
INV-2024-02-MCO-SH-035,2024-02,MCO-SH-035,Apparel,Shirts,MCC Premium,13,0,0,13,0.0,130,11,0
INV-2024-02-MCO-SH-036,2024-02,MCO-SH-036,Apparel,Shirts,MCC Premium,24,0,8,16,0.3333,60,21,0
INV-2024-02-MCO-SH-037,2024-02,MCO-SH-037,Apparel,Shirts,MCC Premium,30,0,7,23,0.2333,99,17,0
INV-2024-02-MCO-SH-038,2024-02,MCO-SH-038,Apparel,Shirts,MCC Standard,59,0,9,50,0.1525,167,12,0
INV-2024-02-MCO-SH-039,2024-02,MCO-SH-039,Apparel,Shirts,MCC Standard,51,0,13,38,0.2549,88,13,0
INV-2024-02-MCO-SH-040,2024-02,MCO-SH-040,Apparel,Shirts,MCC Premium,32,0,19,13,0.5938,21,20,0
INV-2024-02-MCO-SH-041,2024-02,MCO-SH-041,Apparel,Shirts,MCC Basic,54,0,11,43,0.2037,117,18,0
INV-2024-02-MCO-SH-042,2024-02,MCO-SH-042,Apparel,Shirts,MCC Basic,20,0,7,13,0.35,56,15,0
INV-2024-02-MCO-SH-043,2024-02,MCO-SH-043,Apparel,Shirts,MCC Standard,38,0,7,31,0.1842,133,16,0
INV-2024-02-MCO-SH-044,2024-02,MCO-SH-044,Apparel,Shirts,MCC Premium,26,0,1,25,0.0385,750,16,0
INV-2024-02-MCO-SH-045,2024-02,MCO-SH-045,Apparel,Shirts,MCC Standard,31,0,6,25,0.1935,125,12,0
INV-2024-02-MCO-SH-046,2024-02,MCO-SH-046,Apparel,Shirts,MCC Standard,78,0,8,70,0.1026,262,20,0
INV-2024-02-MCO-SH-047,2024-02,MCO-SH-047,Apparel,Shirts,MCC Basic,40,0,7,33,0.175,141,9,0
INV-2024-02-MCO-SH-048,2024-02,MCO-SH-048,Apparel,Shirts,MCC Standard,50,0,12,38,0.24,95,13,0
INV-2024-02-MCO-SH-049,2024-02,MCO-SH-049,Apparel,Shirts,MCC Standard,16,0,5,11,0.3125,66,11,0
INV-2024-02-MCO-SH-050,2024-02,MCO-SH-050,Apparel,Shirts,MCC Standard,36,0,11,25,0.3056,68,14,0
INV-2024-02-MCO-SH-051,2024-02,MCO-SH-051,Apparel,Shirts,MCC Standard,70,0,5,65,0.0714,390,16,0
INV-2024-02-MCO-SH-052,2024-02,MCO-SH-052,Apparel,Shirts,MCC Premium,20,0,1,19,0.05,570,19,0
INV-2024-02-MCO-SH-053,2024-02,MCO-SH-053,Apparel,Shirts,MCC Premium,32,0,9,23,0.2812,77,12,0
INV-2024-02-MCO-SH-054,2024-02,MCO-SH-054,Apparel,Shirts,MCC Standard,55,0,9,46,0.1636,153,15,0
INV-2024-02-MCO-SH-055,2024-02,MCO-SH-055,Apparel,Shirts,MCC Premium,71,0,8,63,0.1127,236,17,0
INV-2024-02-MCO-SH-056,2024-02,MCO-SH-056,Apparel,Shirts,MCC Basic,30,0,9,21,0.3,70,17,0
INV-2024-02-MCO-SH-057,2024-02,MCO-SH-057,Apparel,Shirts,MCC Standard,51,0,4,47,0.0784,352,9,0
INV-2024-02-MCO-SH-058,2024-02,MCO-SH-058,Apparel,Shirts,MCC Standard,21,0,8,13,0.381,49,9,0
INV-2024-02-MCO-DR-001,2024-02,MCO-DR-001,Apparel,Dresses,MCC Basic,60,0,3,57,0.05,570,21,0
INV-2024-02-MCO-DR-002,2024-02,MCO-DR-002,Apparel,Dresses,MCC Standard,78,0,8,70,0.1026,262,13,0
INV-2024-02-MCO-DR-003,2024-02,MCO-DR-003,Apparel,Dresses,MCC Standard,31,0,15,16,0.4839,32,17,0
INV-2024-02-MCO-DR-004,2024-02,MCO-DR-004,Apparel,Dresses,MCC Standard,18,0,4,14,0.2222,105,13,0
INV-2024-02-MCO-DR-005,2024-02,MCO-DR-005,Apparel,Dresses,MCC Premium,46,0,3,43,0.0652,430,7,0
INV-2024-02-MCO-DR-006,2024-02,MCO-DR-006,Apparel,Dresses,MCC Premium,36,0,7,29,0.1944,124,18,0
INV-2024-02-MCO-DR-007,2024-02,MCO-DR-007,Apparel,Dresses,MCC Standard,8,52,13,47,0.2167,108,16,0
INV-2024-02-MCO-DR-008,2024-02,MCO-DR-008,Apparel,Dresses,MCC Standard,46,0,6,40,0.1304,200,10,0
INV-2024-02-MCO-DR-009,2024-02,MCO-DR-009,Apparel,Dresses,MCC Standard,27,0,6,21,0.2222,105,15,0
INV-2024-02-MCO-DR-010,2024-02,MCO-DR-010,Apparel,Dresses,MCC Basic,45,0,1,44,0.0222,999,14,0
INV-2024-02-MCO-DR-011,2024-02,MCO-DR-011,Apparel,Dresses,MCC Premium,23,0,4,19,0.1739,142,17,0
INV-2024-02-MCO-DR-012,2024-02,MCO-DR-012,Apparel,Dresses,MCC Basic,40,0,3,37,0.075,370,16,0
INV-2024-02-MCO-DR-013,2024-02,MCO-DR-013,Apparel,Dresses,MCC Basic,63,0,4,59,0.0635,442,20,0
INV-2024-02-MCO-DR-014,2024-02,MCO-DR-014,Apparel,Dresses,MCC Standard,54,0,8,46,0.1481,172,7,0
INV-2024-02-MCO-DR-015,2024-02,MCO-DR-015,Apparel,Dresses,MCC Standard,48,0,4,44,0.0833,330,7,0
INV-2024-02-MCO-DR-016,2024-02,MCO-DR-016,Apparel,Dresses,MCC Standard,58,0,5,53,0.0862,318,15,0
INV-2024-02-MCO-DR-017,2024-02,MCO-DR-017,Apparel,Dresses,MCC Basic,19,0,9,10,0.4737,33,20,0
INV-2024-02-MCO-DR-018,2024-02,MCO-DR-018,Apparel,Dresses,MCC Basic,40,0,9,31,0.225,103,8,0
INV-2024-02-MCO-DR-019,2024-02,MCO-DR-019,Apparel,Dresses,MCC Premium,41,0,8,33,0.1951,124,12,0
INV-2024-02-MCO-DR-020,2024-02,MCO-DR-020,Apparel,Dresses,MCC Premium,27,0,3,24,0.1111,240,20,0
INV-2024-02-MCO-DR-021,2024-02,MCO-DR-021,Apparel,Dresses,MCC Standard,48,0,0,48,0.0,480,20,0
INV-2024-02-MCO-DR-022,2024-02,MCO-DR-022,Apparel,Dresses,MCC Premium,38,0,7,31,0.1842,133,11,0
INV-2024-02-MCO-DR-023,2024-02,MCO-DR-023,Apparel,Dresses,MCC Premium,34,0,2,32,0.0588,480,17,0
INV-2024-02-MCO-DR-024,2024-02,MCO-DR-024,Apparel,Dresses,MCC Premium,47,0,3,44,0.0638,440,7,0
INV-2024-02-MCO-DR-025,2024-02,MCO-DR-025,Apparel,Dresses,MCC Standard,57,0,13,44,0.2281,102,10,0
INV-2024-02-MCO-DR-026,2024-02,MCO-DR-026,Apparel,Dresses,MCC Basic,17,0,2,15,0.1176,225,16,0
INV-2024-02-MCO-DR-027,2024-02,MCO-DR-027,Apparel,Dresses,MCC Standard,15,0,7,8,0.4667,34,13,0
INV-2024-02-MCO-DR-028,2024-02,MCO-DR-028,Apparel,Dresses,MCC Basic,35,0,7,28,0.2,120,7,0
INV-2024-02-MCO-DR-029,2024-02,MCO-DR-029,Apparel,Dresses,MCC Standard,77,0,4,73,0.0519,548,15,0
INV-2024-02-MCO-DR-030,2024-02,MCO-DR-030,Apparel,Dresses,MCC Basic,52,0,2,50,0.0385,750,14,0
INV-2024-02-MCO-DR-031,2024-02,MCO-DR-031,Apparel,Dresses,MCC Basic,10,47,6,51,0.1053,255,18,0
INV-2024-02-MCO-DR-032,2024-02,MCO-DR-032,Apparel,Dresses,MCC Standard,25,0,2,23,0.08,345,17,0
INV-2024-02-MCO-DR-033,2024-02,MCO-DR-033,Apparel,Dresses,MCC Premium,39,0,5,34,0.1282,204,19,0
INV-2024-02-MCO-DR-034,2024-02,MCO-DR-034,Apparel,Dresses,MCC Standard,76,0,6,70,0.0789,350,17,0
INV-2024-02-MCO-DR-035,2024-02,MCO-DR-035,Apparel,Dresses,MCC Basic,13,0,8,5,0.6154,19,13,0
INV-2024-02-MCO-DR-036,2024-02,MCO-DR-036,Apparel,Dresses,MCC Premium,26,0,2,24,0.0769,360,13,0
INV-2024-02-MCO-DR-037,2024-02,MCO-DR-037,Apparel,Dresses,MCC Basic,47,0,2,45,0.0426,675,14,0
INV-2024-02-MCO-DR-038,2024-02,MCO-DR-038,Apparel,Dresses,MCC Standard,13,0,3,10,0.2308,100,19,0
INV-2024-02-MCO-DR-039,2024-02,MCO-DR-039,Apparel,Dresses,MCC Basic,12,0,4,8,0.3333,60,15,0
INV-2024-02-MCO-DR-040,2024-02,MCO-DR-040,Apparel,Dresses,MCC Standard,51,0,7,44,0.1373,189,8,0
INV-2024-02-MCO-DR-041,2024-02,MCO-DR-041,Apparel,Dresses,MCC Standard,48,0,7,41,0.1458,176,12,0
INV-2024-02-MCO-DR-042,2024-02,MCO-DR-042,Apparel,Dresses,MCC Premium,16,0,0,16,0.0,160,19,0
INV-2024-02-MCO-DR-043,2024-02,MCO-DR-043,Apparel,Dresses,MCC Standard,34,0,3,31,0.0882,310,18,0
INV-2024-02-MCO-PT-001,2024-02,MCO-PT-001,Apparel,Pants,MCC Premium,22,0,3,19,0.1364,190,15,0
INV-2024-02-MCO-PT-002,2024-02,MCO-PT-002,Apparel,Pants,MCC Premium,31,0,4,27,0.129,202,17,0
INV-2024-02-MCO-PT-003,2024-02,MCO-PT-003,Apparel,Pants,MCC Premium,57,0,5,52,0.0877,312,19,0
INV-2024-02-MCO-PT-004,2024-02,MCO-PT-004,Apparel,Pants,MCC Premium,51,0,1,50,0.0196,999,17,0
INV-2024-02-MCO-PT-005,2024-02,MCO-PT-005,Apparel,Pants,MCC Standard,25,0,4,21,0.16,158,18,0
INV-2024-02-MCO-PT-006,2024-02,MCO-PT-006,Apparel,Pants,MCC Standard,62,0,2,60,0.0323,900,11,0
INV-2024-02-MCO-PT-007,2024-02,MCO-PT-007,Apparel,Pants,MCC Basic,46,0,7,39,0.1522,167,16,0
INV-2024-02-MCO-PT-008,2024-02,MCO-PT-008,Apparel,Pants,MCC Premium,21,0,1,20,0.0476,600,13,0
INV-2024-02-MCO-PT-009,2024-02,MCO-PT-009,Apparel,Pants,MCC Premium,32,0,1,31,0.0312,930,10,0
INV-2024-02-MCO-PT-010,2024-02,MCO-PT-010,Apparel,Pants,MCC Standard,15,0,9,6,0.6,20,9,0
INV-2024-02-MCO-PT-011,2024-02,MCO-PT-011,Apparel,Pants,MCC Standard,84,0,2,82,0.0238,999,13,0
INV-2024-02-MCO-PT-012,2024-02,MCO-PT-012,Apparel,Pants,MCC Basic,82,0,7,75,0.0854,321,11,0
INV-2024-02-MCO-PT-013,2024-02,MCO-PT-013,Apparel,Pants,MCC Premium,43,0,7,36,0.1628,154,10,0
INV-2024-02-MCO-PT-014,2024-02,MCO-PT-014,Apparel,Pants,MCC Basic,82,0,0,82,0.0,820,11,0
INV-2024-02-MCO-PT-015,2024-02,MCO-PT-015,Apparel,Pants,MCC Standard,26,0,7,19,0.2692,81,9,0
INV-2024-02-MCO-PT-016,2024-02,MCO-PT-016,Apparel,Pants,MCC Standard,15,0,5,10,0.3333,60,13,0
INV-2024-02-MCO-PT-017,2024-02,MCO-PT-017,Apparel,Pants,MCC Standard,47,0,5,42,0.1064,252,11,0
INV-2024-02-MCO-PT-018,2024-02,MCO-PT-018,Apparel,Pants,MCC Standard,66,0,1,65,0.0152,999,13,0
INV-2024-02-MCO-PT-019,2024-02,MCO-PT-019,Apparel,Pants,MCC Premium,36,0,3,33,0.0833,330,14,0
INV-2024-02-MCO-PT-020,2024-02,MCO-PT-020,Apparel,Pants,MCC Standard,52,0,5,47,0.0962,282,10,0
INV-2024-02-MCO-PT-021,2024-02,MCO-PT-021,Apparel,Pants,MCC Standard,50,0,10,40,0.2,120,16,0
INV-2024-02-MCO-PT-022,2024-02,MCO-PT-022,Apparel,Pants,MCC Standard,74,0,3,71,0.0405,710,9,0
INV-2024-02-MCO-PT-023,2024-02,MCO-PT-023,Apparel,Pants,MCC Standard,42,0,4,38,0.0952,285,20,0
INV-2024-02-MCO-PT-024,2024-02,MCO-PT-024,Apparel,Pants,MCC Basic,27,0,4,23,0.1481,172,12,0
INV-2024-02-MCO-PT-025,2024-02,MCO-PT-025,Apparel,Pants,MCC Standard,51,0,3,48,0.0588,480,20,0
INV-2024-02-MCO-PT-026,2024-02,MCO-PT-026,Apparel,Pants,MCC Standard,29,0,4,25,0.1379,188,11,0
INV-2024-02-MCO-PT-027,2024-02,MCO-PT-027,Apparel,Pants,MCC Standard,37,0,1,36,0.027,999,21,0
INV-2024-02-MCO-PT-028,2024-02,MCO-PT-028,Apparel,Pants,MCC Standard,81,0,5,76,0.0617,456,14,0
INV-2024-02-MCO-OW-001,2024-02,MCO-OW-001,Apparel,Outerwear,MCC Premium,30,0,4,26,0.1333,195,13,0
INV-2024-02-MCO-OW-002,2024-02,MCO-OW-002,Apparel,Outerwear,MCC Premium,19,0,2,17,0.1053,255,10,0
INV-2024-02-MCO-OW-003,2024-02,MCO-OW-003,Apparel,Outerwear,MCC Standard,54,0,4,50,0.0741,375,9,0
INV-2024-02-MCO-OW-004,2024-02,MCO-OW-004,Apparel,Outerwear,MCC Basic,72,0,8,64,0.1111,240,12,0
INV-2024-02-MCO-OW-005,2024-02,MCO-OW-005,Apparel,Outerwear,MCC Standard,41,0,8,33,0.1951,124,12,0
INV-2024-02-MCO-OW-006,2024-02,MCO-OW-006,Apparel,Outerwear,MCC Standard,73,0,5,68,0.0685,408,7,0
INV-2024-02-MCO-OW-007,2024-02,MCO-OW-007,Apparel,Outerwear,MCC Standard,34,0,0,34,0.0,340,16,0
INV-2024-02-MCO-OW-008,2024-02,MCO-OW-008,Apparel,Outerwear,MCC Standard,63,0,5,58,0.0794,348,14,0
INV-2024-02-MCO-OW-009,2024-02,MCO-OW-009,Apparel,Outerwear,MCC Standard,31,0,5,26,0.1613,156,12,0
INV-2024-02-MCO-OW-010,2024-02,MCO-OW-010,Apparel,Outerwear,MCC Basic,18,0,5,13,0.2778,78,16,0
INV-2024-02-MCO-OW-011,2024-02,MCO-OW-011,Apparel,Outerwear,MCC Premium,27,0,0,27,0.0,270,12,0
INV-2024-02-MCO-OW-012,2024-02,MCO-OW-012,Apparel,Outerwear,MCC Standard,92,0,2,90,0.0217,999,21,0
INV-2024-02-MCO-OW-013,2024-02,MCO-OW-013,Apparel,Outerwear,MCC Standard,19,0,2,17,0.1053,255,11,0
INV-2024-02-MCO-OW-014,2024-02,MCO-OW-014,Apparel,Outerwear,MCC Standard,47,0,2,45,0.0426,675,8,0
INV-2024-02-MCO-OW-015,2024-02,MCO-OW-015,Apparel,Outerwear,MCC Standard,14,0,6,8,0.4286,40,19,0
INV-2024-02-MCO-OW-016,2024-02,MCO-OW-016,Apparel,Outerwear,MCC Premium,33,0,1,32,0.0303,960,9,0
INV-2024-02-MCO-OW-017,2024-02,MCO-OW-017,Apparel,Outerwear,MCC Standard,52,0,4,48,0.0769,360,14,0
